object_id,registration_no,collection,recovery_method,locality,municipality,state_department,country,period,context_id,context_no,context_type,sample_id_object,date_BP_object,date_error_object,sample_id_context,date_BP_context,date_error_context,object_function,representation,representation_gender,forming_method,composite_id,individual_ids,composite_type,no_components,weight,composite_weight,area_of_analysis,method,copper_in_FA,cu,cu_precision,ag,ag_precision,au,au_precision,pt,pt_precision,references
74,O33725,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staff,Female,Lost-wax cast with core,NA,NA,NA,NA,16.67,NA,NA,XRF,NA,20,0,32,0,48,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
75,O33726,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Seated holding knees,Male,Lost-wax cast with core,NA,NA,NA,NA,17.41,NA,NA,XRF,NA,9,0,12,0,79,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
76,O33727,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Serpent,NA,Lost-wax cast,NA,NA,NA,NA,6,NA,NA,XRF,NA,19,0,3,0,78,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
77,O33728,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Zoomorphic - birds,NA,Lost-wax cast,NA,NA,NA,NA,8.84,NA,NA,XRF,NA,16,0,7,0,77,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
78,O33729,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Staff,NA,Lost-wax cast,NA,NA,NA,NA,8.89,NA,NA,XRF,NA,9,0,5,0,86,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
79,O33730,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Zoomorphic - birds,NA,Lost-wax cast,NA,NA,NA,NA,4.13,NA,NA,XRF,NA,5,0,12,0,83,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
80,O33731,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Anthropomorphic?,NA,Lost-wax cast,NA,NA,NA,NA,4.83,NA,NA,XRF,NA,5,0,7,0,88,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
81,O33733,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Serpent,NA,Lost-wax cast,NA,NA,NA,NA,8.84,NA,NA,XRF,NA,19,0,3,0,78,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
82,O33740,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,Male,Lost-wax cast,NA,NA,NA,NA,10.56,NA,NA,XRF,NA,47,0,4,0,49,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
83,O33741,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staff,Female,Lost-wax cast with core,NA,NA,NA,NA,15.3,NA,NA,XRF,NA,4,0,10,0,87,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
84,O33742,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Serpent,NA,Lost-wax cast,NA,NA,NA,NA,2.21,NA,NA,XRF,NA,24,0,11,0,65,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
85,O33744,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staff,Female,Lost-wax cast,NA,NA,NA,NA,5.85,NA,NA,XRF,NA,37,0,5,0,58,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
86,O33745,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,Female,Lost-wax cast with core,NA,NA,NA,NA,4.68,NA,NA,XRF,NA,37,0,6,0,57,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
87,O33761-a,Museo del Oro,Non-archaeological (locality known),Vda. Varela,Chiquinquirá,Boyacá,Colombia,Late Muisca,6,"O33760-73, O33780, O33825-7 and O52866",Burial hoard,NA,NA,NA,Beta-147999,870,40,Beads,NA,NA,Lost-wax cast,1,"87, 110",Necklace,7,NA,20.52,NA,XRF,NA,8,0,11,0,81,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
88,O33763,Museo del Oro,Non-archaeological (locality known),Vda. Varela,Chiquinquirá,Boyacá,Colombia,Late Muisca,6,"O33760-73, O33780, O33825-7 and O52866",Burial hoard,NA,NA,NA,Beta-147999,870,40,Bead necklace,Schematic,NA,Lost-wax cast with matrix,14,88,Necklace,72,NA,23.2,NA,XRF,NA,10,0,7,0,82,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
89,O33765,Museo del Oro,Non-archaeological (locality known),Vda. Varela,Chiquinquirá,Boyacá,Colombia,Late Muisca,6,"O33760-73, O33780, O33825-7 and O52866",Burial hoard,NA,NA,NA,Beta-147999,870,40,Nose adornment,NA,NA,Hammered,NA,NA,NA,NA,8.7,NA,NA,XRF,NA,0.5,1,18,1,80,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
90,O33766,Museo del Oro,Non-archaeological (locality known),Vda. Varela,Chiquinquirá,Boyacá,Colombia,Late Muisca,6,"O33760-73, O33780, O33825-7 and O52866",Burial hoard,NA,NA,NA,Beta-147999,870,40,Textile appliques,NA,NA,Lost-wax cast with matrix,15,90,Textile appliques,38,NA,11,NA,XRF,NA,8,0,10,0,82,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
91,O33769,Museo del Oro,Non-archaeological (locality known),Vda. Varela,Chiquinquirá,Boyacá,Colombia,Late Muisca,6,"O33760-73, O33780, O33825-7 and O52866",Burial hoard,NA,NA,NA,Beta-147999,870,40,Necklace beads,NA,NA,Lost-wax cast with matrix,2,"91, 111, 112, 113, 167",Necklace,58,NA,114.4,NA,XRF,NA,9,0,9,0,81,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
92,O33770,Museo del Oro,Non-archaeological (locality known),Vda. Varela,Chiquinquirá,Boyacá,Colombia,Late Muisca,6,"O33760-73, O33780, O33825-7 and O52866",Burial hoard,NA,NA,NA,Beta-147999,870,40,Bead,NA,NA,Lost-wax cast with matrix,3,"92, 114",Necklace,2,NA,13,NA,XRF,NA,12,0,18,0,70,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
93,O33771-a,Museo del Oro,Non-archaeological (locality known),Vda. Varela,Chiquinquirá,Boyacá,Colombia,Late Muisca,6,"O33760-73, O33780, O33825-7 and O52866",Burial hoard,Beta-147999,870,40,Beta-147999,870,40,Breastplate dangler,NA,NA,Lost-wax cast,5,"93, 225",Breastplate with danglers,NA,NA,100.4,NA,XRF,NA,9,0,10,0,80,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
94,O33772-a,Museo del Oro,Non-archaeological (locality known),Vda. Varela,Chiquinquirá,Boyacá,Colombia,Late Muisca,6,"O33760-73, O33780, O33825-7 and O52866",Burial hoard,Beta-147999,870,40,Beta-147999,870,40,Breastplate dangler,Zoomorphic - bird,NA,Lost-wax cast,6,"94, 226",Breastplate with danglers,NA,NA,91.1,NA,XRF,NA,9,0,9,0,80,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
95,O33780,Museo del Oro,Non-archaeological (locality known),Vda. Varela,Chiquinquirá,Boyacá,Colombia,Late Muisca,6,"O33760-73, O33780, O33825-7 and O52866",Burial hoard,NA,NA,NA,Beta-147999,870,40,Hallucinogen tray,Zoomorphic - feline (jaguar),NA,Lost-wax cast with core,16,95,Hallucinogen tray with gold thread (?),2,NA,39.3,NA,XRF,NA,6,0,12,0,81,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
96,O33781,Museo del Oro,Non-archaeological (locality known),Vda. Briceño,Chiquinquirá,Boyacá,Colombia,Muisca,7,O33781-4,Offering inside ceramic vessel,NA,NA,NA,NA,NA,NA,Votive figure,NA,Female,Lost-wax cast with core,NA,NA,NA,NA,7.2,NA,NA,XRF,NA,33,0,13,0,54,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
97,O33782,Museo del Oro,Non-archaeological (locality known),Vda. Briceño,Chiquinquirá,Boyacá,Colombia,Muisca,7,O33781-4,Offering inside ceramic vessel,NA,NA,NA,NA,NA,NA,Votive figure,NA,Female,Lost-wax cast with core,NA,NA,NA,NA,5.3,NA,NA,XRF,NA,54,0,7,0,39,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
98,O33783,Museo del Oro,Non-archaeological (locality known),Vda. Briceño,Chiquinquirá,Boyacá,Colombia,Muisca,7,O33781-4,Offering inside ceramic vessel,NA,NA,NA,NA,NA,NA,Dangler,NA,NA,Lost-wax cast,NA,NA,NA,NA,2,NA,NA,XRF,NA,15.4,1,30.3,1,54.3,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
99,O33784-a,Museo del Oro,Non-archaeological (locality known),Vda. Briceño,Chiquinquirá,Boyacá,Colombia,Muisca,7,O33781-4,Offering inside ceramic vessel,NA,NA,NA,NA,NA,NA,Bead - flat,NA,NA,Lost-wax cast with matrix,NA,NA,NA,NA,NA,NA,NA,XRF,NA,10.8,1,11.2,1,77.9,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
100,O33784-b,Museo del Oro,Non-archaeological (locality known),Vda. Briceño,Chiquinquirá,Boyacá,Colombia,Muisca,7,O33781-4,Offering inside ceramic vessel,NA,NA,NA,NA,NA,NA,Bead - yellow,NA,NA,Lost-wax cast with matrix,NA,NA,NA,NA,NA,NA,NA,XRF,NA,6.11,2,7.38,2,86.5,2,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
101,O33785,Museo del Oro,Non-archaeological (locality known),Chaleche,Guatavita,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Zoomorphic,NA,Lost-wax cast,NA,NA,NA,NA,16.1,NA,NA,XRF,NA,0,0,9,0,91,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
102,O33809,Museo del Oro,Non-archaeological (locality known),Vda. Chinche,Tenjo,Cundinamarca,Colombia,Muisca,8,O33809-13,Offering in open-site inside ceramic vessel,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,Male,Lost-wax cast,NA,NA,NA,NA,3.7,NA,NA,XRF,NA,11.6,1,21.7,1,66.7,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
103,O33810,Museo del Oro,Non-archaeological (locality known),Vda. Chinche,Tenjo,Cundinamarca,Colombia,Muisca,8,O33809-13,Offering in open-site inside ceramic vessel,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,Male,Lost-wax cast,NA,NA,NA,NA,5.4,NA,NA,XRF,NA,11.9,1,17.5,1,69.4,1,NA,NA,"Martinón-Torres and Uribe-Villegas, 2015; Uribe Villegas and Martinón-Torres, 2012"
104,O33811,Museo del Oro,Non-archaeological (locality known),Vda. Chinche,Tenjo,Cundinamarca,Colombia,Muisca,8,O33809-13,Offering in open-site inside ceramic vessel,NA,NA,NA,NA,NA,NA,Votive figure,With lime container,Male,Lost-wax cast,NA,NA,NA,NA,3.7,NA,Bulk,SEM-EDS,NA,63.9,1,6.1,1,29.3,1,NA,NA,"Martinón-Torres and Uribe-Villegas, 2015; Uribe Villegas and Martinón-Torres, 2012"
105,O33812,Museo del Oro,Non-archaeological (locality known),Vda. Chinche,Tenjo,Cundinamarca,Colombia,Muisca,8,O33809-13,Offering in open-site inside ceramic vessel,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,1.3,NA,NA,XRF,NA,13.3,1,16.1,1,69.6,1,NA,NA,"Martinón-Torres and Uribe-Villegas, 2015; Uribe Villegas and Martinón-Torres, 2012"
106,O33813,Museo del Oro,Non-archaeological (locality known),Vda. Chinche,Tenjo,Cundinamarca,Colombia,Muisca,8,O33809-13,Offering in open-site inside ceramic vessel,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,1.8,NA,NA,XRF,NA,15.6,1,21.9,1,62.5,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
107,O33818,Museo del Oro,Non-archaeological (municipality known),NA,Tenza,Boyacá,Colombia,Muisca,9,O33818-O33819,Unknown,NA,NA,NA,NA,NA,NA,Breastplate,Bird (schematic),NA,Lost-wax cast,NA,NA,NA,NA,23.8,NA,NA,XRF,NA,33.7,1,11.7,1,54.6,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
108,O33819,Museo del Oro,Non-archaeological (municipality known),NA,Tenza,Boyacá,Colombia,Muisca,9,O33818-O33819,Unknown,NA,NA,NA,NA,NA,NA,Nose adornment,Bird (schematic),NA,Lost-wax cast,NA,NA,NA,NA,50,NA,NA,XRF,NA,24.1,1,15.9,1,60,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
109,O33820,Museo del Oro,Non-archaeological (locality known),Cerezos Grandes,Chipaque,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,Male,Lost-wax cast,NA,NA,NA,NA,24,NA,NA,XRF,NA,37,1,10.1,1,52.9,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
110,O33825,Museo del Oro,Non-archaeological (locality known),Vda. Varela,Chiquinquirá,Boyacá,Colombia,Late Muisca,6,"O33760-73, O33780, O33825-7 and O52866",Burial hoard,NA,NA,NA,Beta-147999,870,40,Bead,NA,NA,Lost-wax cast,1,"87, 110",Necklace,7,2.8,20.52,NA,XRF,NA,5.1,1,10.4,1,84.5,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
111,O33826-a,Museo del Oro,Non-archaeological (locality known),Vda. Varela,Chiquinquirá,Boyacá,Colombia,Late Muisca,6,"O33760-73, O33780, O33825-7 and O52866",Burial hoard,NA,NA,NA,Beta-147999,870,40,Necklace bead,NA,NA,Lost-wax cast with matrix,2,"91, 111, 112, 113, 167",Necklace,58,NA,114.4,NA,XRF,NA,5.7,1,11.4,1,82.9,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
112,O33826-b,Museo del Oro,Non-archaeological (locality known),Vda. Varela,Chiquinquirá,Boyacá,Colombia,Late Muisca,6,"O33760-73, O33780, O33825-7 and O52866",Burial hoard,NA,NA,NA,Beta-147999,870,40,Necklace bead,NA,NA,Lost-wax cast with matrix,2,"91, 111, 112, 113, 167",Necklace,58,NA,114.4,NA,XRF,NA,6,1,11.8,1,82.3,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
113,O33826-c,Museo del Oro,Non-archaeological (locality known),Vda. Varela,Chiquinquirá,Boyacá,Colombia,Late Muisca,6,"O33760-73, O33780, O33825-7 and O52866",Burial hoard,NA,NA,NA,Beta-147999,870,40,Necklace dangler,NA,NA,Lost-wax cast with matrix,2,"91, 111, 112, 113, 167",Necklace,58,NA,114.4,NA,XRF,NA,4.5,1,10.5,1,85,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
114,O33827,Museo del Oro,Non-archaeological (locality known),Vda. Varela,Chiquinquirá,Boyacá,Colombia,Late Muisca,6,"O33760-73, O33780, O33825-7 and O52866",Burial hoard,NA,NA,NA,Beta-147999,870,40,Bead,NA,NA,Lost-wax cast with matrix,3,"92, 114",Necklace,2,NA,13,NA,XRF,NA,6.9,1,10.3,1,82.7,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
115,O33828,Museo del Oro,Non-archaeological (municipality known),NA,Chiquinquirá,Boyacá,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ear pendant,NA,NA,Lost-wax cast,NA,NA,NA,NA,14.4,NA,NA,XRF,NA,27.8,2,9.55,2,62.65,2,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
116,O33829,Museo del Oro,Non-archaeological (municipality known),NA,Chiquinquirá,Boyacá,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ear pendant,NA,NA,Lost-wax cast,NA,NA,NA,NA,14.9,NA,NA,XRF,NA,26.7,1,9.1,1,63.3,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
117,O33830-a,Museo del Oro,Non-archaeological (municipality known),NA,Chiquinquirá,Boyacá,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Breastplate,NA,NA,Lost-wax cast,NA,NA,NA,NA,28.7,NA,Bulk?,XRF,NA,26.2,1,7.8,1,66,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
118,O33831,Museo del Oro,Non-archaeological (municipality known),NA,Chiquinquirá,Boyacá,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Breastplate,Bird,NA,Lost-wax cast,NA,NA,NA,NA,37.8,NA,NA,XRF,NA,42.9,1,7.9,1,49.2,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
119,O33832-a,Museo del Oro,Non-archaeological (municipality known),NA,Chiquinquirá,Boyacá,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ear pendant-body,NA,NA,Lost-wax cast,4,"119, 120",Ear pendant,NA,NA,16,NA,XRF,NA,12.5,1,10.9,1,76.6,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
120,O33832-b,Museo del Oro,Non-archaeological (municipality known),NA,Chiquinquirá,Boyacá,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ear pendant dangler,Bird (schematic)?,NA,Lost-wax cast,4,"119, 120",Ear pendant,NA,NA,16,NA,XRF,NA,10.8,1,10,1,79.2,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
121,O33833,Museo del Oro,Non-archaeological (locality known),Tilatá,Sesquilé,Cundinamarca,Colombia,Muisca,10,O33833-9,Offering in cave,Beta-148000,990,40,NA,NA,NA,Votive figure,Serpent,NA,Lost-wax cast,NA,NA,NA,NA,10.4,NA,NA,XRF,NA,9.1,1,8.7,1,82.2,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
122,O33834,Museo del Oro,Non-archaeological (locality known),Tilatá,Sesquilé,Cundinamarca,Colombia,Muisca,10,O33833-9,Offering in cave,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,6,NA,NA,XRF,NA,54.55,2,6.35,2,39.1,2,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
123,O33835,Museo del Oro,Non-archaeological (locality known),Tilatá,Sesquilé,Cundinamarca,Colombia,Muisca,10,O33833-9,Offering in cave,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,7.8,NA,NA,XRF,NA,21.9,1,9.4,1,68.7,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
124,O33836,Museo del Oro,Non-archaeological (locality known),Tilatá,Sesquilé,Cundinamarca,Colombia,Muisca,10,O33833-9,Offering in cave,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,2.4,NA,NA,XRF,NA,3.6,1,15.4,1,80.9,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
125,O33837,Museo del Oro,Non-archaeological (locality known),Tilatá,Sesquilé,Cundinamarca,Colombia,Muisca,10,O33833-9,Offering in cave,NA,NA,NA,NA,NA,NA,Votive figure,With staff,NA,Lost-wax cast,NA,NA,NA,NA,3.8,NA,NA,XRF,NA,33.8,2,10.65,2,55.5,2,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
126,O33838,Museo del Oro,Non-archaeological (locality known),Tilatá,Sesquilé,Cundinamarca,Colombia,Muisca,10,O33833-9,Offering in cave,NA,NA,NA,NA,NA,NA,Openwork fragment,NA,NA,Lost-wax cast,NA,NA,NA,NA,3.5,NA,NA,XRF,NA,48,1,7.6,1,44.4,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
127,O33839,Museo del Oro,Non-archaeological (locality known),Tilatá,Sesquilé,Cundinamarca,Colombia,Muisca,10,O33833-9,Offering in cave,NA,NA,NA,NA,NA,NA,Dangler,NA,NA,Lost-wax cast,NA,NA,NA,NA,0.6,NA,NA,XRF,NA,19.9,1,16.5,1,63.6,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
128,O33840,Museo del Oro,Non-archaeological (locality known),Guchipas,Pasca,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staff,Male,Lost-wax cast,NA,NA,NA,NA,5.1,NA,NA,XRF,NA,16.5,1,12.2,1,71.3,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
129,O33846,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,13.77,NA,NA,XRF,NA,20.95,2,12.65,2,66.4,2,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
130,O33847,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staff,Male,Lost-wax cast,NA,NA,NA,NA,9.1,NA,NA,XRF,NA,33.8,1,11,1,55.2,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
131,O33848,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staff,Male,Lost-wax cast,NA,NA,NA,NA,13.5,NA,NA,XRF,NA,27.4,1,10.6,1,62,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
132,O33849,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Bird,NA,Lost-wax cast,NA,NA,NA,NA,8.1,NA,NA,XRF,NA,43.8,1,10,1,46.2,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
133,O33851,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,5.9,NA,NA,XRF,NA,18.65,2,10.45,2,71.25,2,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
134,O33852,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Bird,NA,Lost-wax cast,NA,NA,NA,NA,6.7,NA,NA,XRF,NA,11.3,1,12.1,1,76.6,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
135,O33855,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Serpent,NA,Lost-wax cast,NA,NA,NA,NA,12.9,NA,NA,XRF,NA,39.2,1,7.4,1,53.4,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
136,O33858,Museo del Oro,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Serpent,NA,Lost-wax cast,NA,NA,NA,NA,7,NA,NA,XRF,NA,51.55,2,11.15,2,37.35,2,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
137,O33868,Museo del Oro,Non-archaeological (locality known),Nueva Granada,Unknown,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staff,Female,Lost-wax cast,NA,NA,NA,NA,118.07,NA,NA,XRF,NA,2.5,1,11,1,86.5,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
138,O33877,Museo del Oro,Non-archaeological (locality known),El Carmen,Fusagasugá,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staff,NA,Lost-wax cast,NA,NA,NA,NA,7.5,NA,NA,XRF,NA,2.5,1,20.5,1,77,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
139,O33878,Museo del Oro,Non-archaeological (locality known),Charquirá,Carmen de Carupa,Cundinamarca,Colombia,Muisca,11,O33878-80,Offering,NA,NA,NA,NA,NA,NA,Votive figure,Seated holding knees,NA,Lost-wax cast,NA,NA,NA,NA,0.6,NA,NA,XRF,NA,48.6,1,8.8,1,42,1,NA,NA,"Martinón-Torres and Uribe-Villegas, 2015; Uribe Villegas and Martinón-Torres, 2012"
140,O33879,Museo del Oro,Non-archaeological (locality known),Charquirá,Carmen de Carupa,Cundinamarca,Colombia,Muisca,11,O33878-80,Offering,NA,NA,NA,NA,NA,NA,Votive figure,Seated holding knees,NA,Lost-wax cast,NA,NA,NA,NA,0.7,NA,NA,XRF,NA,47.4,1,9.2,1,42.8,1,NA,NA,"Martinón-Torres and Uribe-Villegas, 2015; Uribe Villegas and Martinón-Torres, 2012"
141,O33880,Museo del Oro,Non-archaeological (locality known),Charquirá,Carmen de Carupa,Cundinamarca,Colombia,Muisca,11,O33878-80,Offering,NA,NA,NA,NA,NA,NA,Votive figure,Seated holding knees,NA,Lost-wax cast,NA,NA,NA,NA,0.8,NA,NA,XRF,NA,47.4,1,9.2,1,42.8,1,NA,NA,"Martinón-Torres and Uribe-Villegas, 2015; Uribe Villegas and Martinón-Torres, 2012"
142,O33882,Museo del Oro,Non-archaeological (department known),NA,NA,Boyacá,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nose adornment,Zoomorphic - birds?,NA,Lost-wax cast,NA,NA,NA,NA,63.3,NA,NA,XRF,NA,17.75,2,13.5,2,68.75,2,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
143,O33883,Museo del Oro,Non-archaeological (department known),NA,NA,Boyacá,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nose adornment,With horizontal extensions,NA,Lost-wax cast,NA,NA,NA,NA,16.4,NA,NA,XRF,NA,36.6,1,12.6,1,50.8,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
144,O33884,Museo del Oro,Non-archaeological (municipality known),NA,Zipaquirá,Cundinamarca,Colombia,Muisca,12,O33884-6,Offering,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,7.7,NA,NA,XRF,NA,1,0,8,0,91,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
145,O33885,Museo del Oro,Non-archaeological (municipality known),NA,Zipaquirá,Cundinamarca,Colombia,Muisca,12,O33884-6,Offering,NA,NA,NA,NA,NA,NA,Votive figure,Serpent,NA,Lost-wax cast,NA,NA,NA,NA,1.8,NA,NA,XRF,NA,47.5,1,10,1,42.5,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
